,original_language,original_title,overview,genre
1269,en,Bonnie and Clyde,"['1930', 'bore', 'waitress', 'bonni', 'parker', 'fall', 'love', 'excon', 'name', 'clyde', 'barrow', 'togeth', 'start', 'violent', 'crime', 'spree', 'countri', 'steal', 'car', 'rob', 'bank']","['Crime', 'Drama']"
1270,en,A Star Is Born,"['season', 'musician', 'jackson', 'main', 'discov', '—', 'fall', 'love', '—', 'struggl', 'artist', 'alli', 'given', 'dream', 'make', 'big', 'singer', '—', 'jack', 'coax', 'spotlight', 'even', 'alli', 'career', 'take', 'person', 'side', 'relationship', 'break', 'jack', 'fight', 'ongo', 'battl', 'intern', 'demon']","['Music', 'Drama', 'Romance']"
1271,it,"Ieri, oggi, domani","['three', 'tale', 'differ', 'women', 'use', 'sexual', 'mean', 'get', 'want']","['Comedy', 'Romance']"
1272,ja,レッドライン,"['danger', 'excit', 'car', 'race', 'univers', 'held', 'everi', 'five', 'year', 'that', 's', 'tonight', 'competitor', 'line', 'start', 'block', 'vehicl', 'jp', 'daredevil', 'driver', 'circuit', 'readi', 'green', 'light', 'femal', 'driver', 'sonoshe', 'secretli', 'love', 'also', 'start', 'line', 'stop', 'noth', 'get', 'podium', 'race', 'not', 'anyth', 'possibl', 'also', 'anyth', 'allow', 'fact', 'adversari', 'modifi', 'vehicl', 'equip', 'highli', 'destruct', 'weapon', 'particip', 'hardli', 'surpris', 'redlin', 'forbidden', 'author', 'tri', 'anyth', 'halt', 'proceed']","['Animation', 'Action', 'Science Fiction']"
1273,de,Die Welle,"['school', 'teacher', 'discuss', 'type', 'govern', 'class', 'student', 'find', 'bore', 'repeatedli', 'go', 'nation', 'social', 'believ', 'dictatorship', 'can', 'not', 'establish', 'modern', 'germani', 'start', 'experi', 'show', 'easili', 'mass', 'becom', 'manipul']","['Drama', 'Thriller']"
1274,en,Toy Story 4,"['woodi', 'alway', 'confid', 'place', 'world', 'prioriti', 'take', 'care', 'kid', 'whether', 'that', 's', 'andi', 'bonni', 'bonni', 'add', 'reluct', 'new', 'toy', 'call', 'forki', 'room', 'road', 'trip', 'adventur', 'alongsid', 'old', 'new', 'friend', 'show', 'woodi', 'big', 'world', 'toy']","['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']"
1275,en,Training Day,"['first', 'day', 'job', 'narcot', 'offic', 'rooki', 'cop', 'work', 'rogu', 'detect', 'is', 'nt', 'appear']","['Action', 'Crime', 'Drama']"
1276,fr,La Belle et la Bête,"['stori', 'gentleheart', 'beast', 'love', 'simpl', 'beauti', 'girl', 'drawn', 'repel', 'strang', 'fascin', 'beast', 'test', 'fidel', 'give', 'key', 'tell', 'doe', 'nt', 'return', 'specif', 'time', 'die', 'grief', 'unabl', 'return', 'key', 'time', 'reveal', 'beast', 'genuin', 'handsom', 'one', 'simpl', 'tale', 'tragic', 'love', 'turn', 'surreal', 'vision', 'death', 'desir', 'beauti']","['Drama', 'Fantasy', 'Romance']"
1277,fr,Le Premier Jour du reste de ta vie,"['sprawl', 'drama', 'center', 'five', 'key', 'day', 'famili', 'life']",['Drama']
1278,en,mid90s,"['1990', 'lo', 'angel', '13yearold', 'spend', 'summer', 'navig', 'troubl', 'home', 'life', 'crew', 'new', 'friend', 'meet', 'skate', 'shop']","['Drama', 'Comedy']"
1279,en,Ninotchka,"['stern', 'russian', 'woman', 'sent', 'pari', 'offici', 'busi', 'find', 'attract', 'man', 'repres', 'everyth', 'suppos', 'detest']","['Comedy', 'Romance']"
1280,en,Walk the Line,"['chronicl', 'countri', 'music', 'legend', 'johnni', 'cash', 'life', 'earli', 'day', 'arkansa', 'cotton', 'farm', 'rise', 'fame', 'sun', 'record', 'memphi', 'record', 'alongsid', 'elvi', 'presley', 'jerri', 'lee', 'lewi', 'carl', 'perkin']","['Drama', 'Music', 'Romance']"
1281,en,"I, Tonya","['competit', 'ice', 'skater', 'tonya', 'hard', 'rise', 'amongst', 'rank', 'us', 'figur', 'skate', 'championship', 'futur', 'sport', 'thrown', 'doubt', 'exhusband', 'interven']","['Drama', 'Comedy']"
1282,fr,L'Atalante,"['caprici', 'smalltown', 'girl', 'juliett', 'barg', 'captain', 'jean', 'marri', 'whirlwind', 'courtship', 'come', 'live', 'aboard', 'boat', 'latalant', 'make', 'way', 'sein', 'jean', 'grow', 'weari', 'juliett', 'flirtat', 'allmal', 'crew', 'juliett', 'long', 'escap', 'monotoni', 'boat', 'experi', 'excit', 'big', 'citi', 'steal', 'away', 'pari', 'husband', 'begin', 'think', 'marriag', 'mistak']","['Romance', 'Drama', 'Comedy']"
1283,ja,Sonatine,"['murakawa', 'age', 'tokyo', 'yakuza', 'tire', 'gangster', 'life', 'sent', 'boss', 'okinawa', 'along', 'henchmen', 'help', 'end', 'gang', 'war', 'supposedli', 'mediat', 'two', 'war', 'clan', 'find', 'disput', 'clan', 'insignific', 'whilst', 'wonder', 'sent', 'okinawa', 'group', 'attack', 'ambush', 'survivor', 'flee', 'make', 'decis', 'lay', 'low', 'beach', 'await', 'instruct']","['Action', 'Crime', 'Thriller']"
1284,en,The Shack,"['suffer', 'famili', 'tragedi', 'mack', 'phillip', 'spiral', 'deep', 'depress', 'caus', 'question', 'innermost', 'belief', 'face', 'crisi', 'faith', 'receiv', 'mysteri', 'letter', 'urg', 'abandon', 'shack', 'deep', 'oregon', 'wilder', 'despit', 'doubt', 'mack', 'journey', 'shack', 'encount', 'enigmat', 'trio', 'stranger', 'led', 'woman', 'name', 'papa', 'meet', 'mack', 'find', 'import', 'truth', 'transform', 'understand', 'tragedi', 'chang', 'life', 'forev']","['Drama', 'Fantasy']"
1285,en,Waking Life,"['wake', 'life', 'young', 'man', 'persist', 'lucid', 'dreamlik', 'state', 'film', 'follow', 'protagonist', 'initi', 'observ', 'later', 'particip', 'philosoph', 'discuss', 'weav', 'togeth', 'issu', 'like', 'realiti', 'free', 'relationship', 'other', 'mean', 'life']","['Animation', 'Drama', 'Fantasy']"
1286,en,The Man Who Would Be King,"['robust', 'adventur', 'two', 'british', 'adventur', 'take', 'primit', 'kafiristan', 'godlik', 'ruler', 'meet', 'tragic', 'end', 'desir', 'nativ', 'girl', 'base', 'short', 'stori', 'rudyard', 'kipl']","['Adventure', 'Drama']"
1287,el,Αλέξης Ζορμπάς,"['uptight', 'english', 'writer', 'travel', 'crete', 'matter', 'busi', 'find', 'life', 'chang', 'forev', 'meet', 'gregari', 'alexi', 'zorba']",['Drama']
1288,en,Ed Wood,"['mostli', 'true', 'stori', 'legendari', 'worst', 'director', 'time', 'help', 'strang', 'friend', 'film', 'countless', 'bmovi', 'without', 'ever', 'becom', 'famou', 'success']","['Comedy', 'Drama', 'History']"
1289,en,A Quiet Place Part II,"['follow', 'event', 'home', 'abbott', 'famili', 'face', 'terror', 'outsid', 'world', 'forc', 'ventur', 'unknown', 'realiz', 'creatur', 'hunt', 'sound', 'not', 'threat', 'lurk', 'beyond', 'sand', 'path']","['Science Fiction', 'Thriller', 'Horror']"
1290,en,Mr. Deeds Goes to Town,"['longfellow', 'deed', 'live', 'small', 'town', 'lead', 'small', 'town', 'kind', 'life', 'rel', 'die', 'leav', 'deed', 'fortun', 'longfellow', 'move', 'big', 'citi', 'becom', 'instant', 'target', 'everyon', 'deed', 'outwit', 'babe', 'bennett', 'come', 'along', 'smalltown', 'boy', 'meet', 'bigciti', 'girl', 'anyth', 'happen']","['Comedy', 'Drama', 'Romance']"
1291,fr,J'ai perdu mon corps,"['stori', 'naoufel', 'young', 'man', 'love', 'gabriel', 'anoth', 'part', 'town', 'sever', 'hand', 'escap', 'dissect', 'lab', 'determin', 'find', 'bodi']","['Animation', 'Drama', 'Fantasy']"
1292,en,Leo,"['jade', '74yearold', 'lizard', 'leo', 'stuck', 'florida', 'classroom', 'decad', 'terrariumm', 'turtl', 'learn', 'one', 'year', 'left', 'live', 'plan', 'escap', 'experi', 'life', 'outsid', 'instead', 'get', 'caught', 'problem', 'anxiou', 'student', '—', 'includ', 'imposs', 'mean', 'substitut', 'teacher']","['Animation', 'Comedy', 'Family']"
1293,en,Rogue One: A Star Wars Story,"['rogu', 'band', 'resist', 'fighter', 'unit', 'mission', 'steal', 'death', 'star', 'plan', 'bring', 'new', 'hope', 'galaxi']","['Action', 'Adventure', 'Science Fiction']"
1294,en,Still Alice,"['alic', 'howland', 'happili', 'marri', 'three', 'grown', 'children', 'renown', 'linguist', 'professor', 'start', 'forget', 'word', 'receiv', 'devast', 'diagnosi', 'alic', 'famili', 'find', 'bond', 'test']",['Drama']
1295,pt,O Homem Que Copiava,"['andré', '19', 'live', 'porto', 'alegr', 'brazil', 'work', 'photocopi', 'oper', 'like', 'see', 'neighbor', 'sílvia', 'pair', 'binocular', 'work', 'sell', 'cloth', 'becom', 'attract', 'tri', 'get', 'nearer', 'goe', 'shop', 'buy', 'someth', 'find', 'ca', 'nt', 'afford', 'put', 'photocopi', 'use', 'begin', 'envisag', 'fishi', 'scheme', 'earn', 'money']","['Comedy', 'Drama', 'Romance', 'Crime']"
1296,zh,霍元甲,"['huo', 'yuan', 'jia', 'becam', 'famou', 'martial', 'art', 'fighter', 'china', 'turn', '20th', 'centuri', 'huo', 'face', 'person', 'tragedi', 'ultim', 'fought', 'way', 'dark', 'defin', 'true', 'spirit', 'martial', 'art', 'also', 'inspir', 'nation', 'son', 'great', 'fighter', 'did', 'nt', 'wish', 'child', 'follow', 'footstep', 'huo', 'resolv', 'teach', 'fight', ' ', 'win']","['Drama', 'Action']"
1297,en,First Blood,"['former', 'green', 'beret', 'john', 'rambo', 'harass', 'local', 'law', 'enforc', 'arrest', 'vagranc', 'forc', 'flee', 'mountain', 'wage', 'escal', 'oneman', 'war', 'pursuer']","['Action', 'Adventure', 'Thriller', 'War']"
1298,en,Dawn of the Dead,"['evergrow', 'epidem', 'zombi', 'risen', 'dead', 'two', 'philadelphia', 'swat', 'team', 'member', 'traffic', 'report', 'televisionexecut', 'girlfriend', 'seek', 'refug', 'seclud', 'shop', 'mall']",['Horror']
1299,en,Upgrade,"['brutal', 'mug', 'leav', 'grey', 'trace', 'paralyz', 'hospit', 'belov', 'wife', 'dead', 'billionair', 'inventor', 'soon', 'offer', 'trace', 'cure', '—', 'artifici', 'intellig', 'implant', 'call', 'stem', 'enhanc', 'bodi', 'abl', 'walk', 'grey', 'find', 'also', 'superhuman', 'strength', 'agil', '—', 'skill', 'use', 'seek', 'reveng', 'thug', 'destroy', 'life']","['Action', 'Thriller', 'Science Fiction']"
1300,de,Ballon,"['two', 'famili', 'attempt', 'daredevil', 'plan', 'escap', 'gdr', 'homemad', 'hot', 'air', 'balloon', 'crash', 'border', 'stasi', 'find', 'trace', 'attempt', 'escap', 'immedi', 'start', 'investig', 'two', 'famili', 'forc', 'build', 'new', 'escap', 'balloon', 'pass', 'day', 'stasi', 'closer', 'heel', '–', 'nervewrack', 'race', 'time', 'begin']","['Drama', 'History', 'Thriller']"
1301,en,Prison Break: The Final Break,"['movi', 'cover', 'event', 'occur', 'downfal', 'compani', 'final', 'tv', 'seri', 'season', '4', 'detail', 'arrest', 'incarcer', 'sara', 'tancredi', 'final', 'escap', 'plan', 'michael', 'devis', 'sara', 'reveal', 'ultim', 'fate', 'gretchen', 'morgan']","['Action', 'Drama', 'Thriller']"
1302,en,In Bruges,"['ray', 'ken', 'two', 'hit', 'men', 'bruge', 'belgium', 'wait', 'next', 'mission', 'time', 'think', 'discuss', 'previou', 'assign', 'mission', 'reveal', 'ken', 'not', 'expect']","['Comedy', 'Drama', 'Crime']"
1303,de,"Aguirre, der Zorn Gottes","['decad', 'destruct', 'inca', 'empir', 'spanish', 'expedit', 'led', 'infam', 'aguirr', 'leav', 'mountain', 'peru', 'goe', 'amazon', 'river', 'search', 'lost', 'citi', 'el', 'dorado', 'great', 'difficulti', 'aris', 'aguirr', '’s', 'men', 'start', 'wonder', 'whether', 'quest', 'lead', 'prosper', 'certain', 'death']","['History', 'Adventure', 'Drama']"
1304,en,Carol,"['1950', 'new', 'york', 'departmentstor', 'clerk', 'dream', 'better', 'life', 'fall', 'older', 'marri', 'woman']","['Romance', 'Drama']"
1305,en,The Book Thief,"['subject', 'horror', 'wwii', 'germani', 'young', 'liesel', 'find', 'solac', 'steal', 'book', 'share', 'other', 'stair', 'home', 'jewish', 'refuge', 'shelter', 'adopt', 'parent']",['Drama']
1306,fr,J'ai tué ma mère,"['hubert', 'brash', '17yearold', 'confus', 'torn', 'loveh', 'relationship', 'mother', 'consum', 'day', 'distress', 'ordeal', 'tragic', 'episod', 'hubert', 'find', 'mother', 'bank', 'saint', 'lawrenc', 'river', 'grew', 'murder', 'commit', 'murder', 'childhood']",['Drama']
1307,en,The Croods: A New Age,"['search', 'safer', 'habitat', 'prehistor', 'crood', 'famili', 'discov', 'idyl', 'walledin', 'paradis', 'meet', 'need', 'unfortun', 'must', 'also', 'learn', 'live', 'betterman', ' ', 'famili', 'that', 's', 'coupl', 'step', 'crood', 'evolutionari', 'ladder', 'tension', 'new', 'neighbor', 'start', 'rise', 'new', 'threat', 'soon', 'propel', 'clan', 'epic', 'adventur', 'forc', 'embrac', 'differ', 'draw', 'strength', 'one', 'anoth', 'surviv', 'togeth']","['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']"
1308,en,How the Grinch Stole Christmas!,"['bitter', 'hate', 'grinch', 'irrit', 'thought', 'nearbi', 'villag', 'happi', 'time', 'celebr', 'christma', 'disguis', 'santa', 'clau', 'dog', 'made', 'look', 'like', 'reindeer', 'decid', 'raid', 'villag', 'steal', 'christma', 'thing']","['Animation', 'Family', 'Comedy']"
1309,hi,कुछ कुछ होता है,"['per', 'mother', 'last', 'wish', '8', 'year', 'old', 'girl', 'set', 'reunit', 'father', 'colleg', 'best', 'friend', 'love']","['Romance', 'Drama']"
1310,en,Deadpool 2,"['wisecrack', 'mercenari', 'deadpool', 'battl', 'evil', 'power', 'cabl', 'bad', 'guy', 'save', 'boy', 'life']","['Action', 'Comedy', 'Adventure']"
1311,en,The Invisible Man,"['work', 'dr', 'cranley', 'laboratori', 'scientist', 'jack', 'griffin', 'alway', 'given', 'latitud', 'conduct', 'experi', 'sudden', 'departur', 'howev', 'cranley', 'daughter', 'flora', 'worri', 'griffin', 'taken', 'room', 'nearbi', 'lion', 'head', 'inn', 'hope', 'revers', 'experi', 'conduct', 'made', 'invis', 'experiment', 'drug', 'also', 'warp', 'mind', 'make', 'aggress', 'danger', 'he', 's', 'prepar', 'whatev', 'take', 'restor', 'appear']","['Horror', 'Science Fiction']"
1312,ja,菊次郎の夏,"['brash', 'loudmouth', 'opportunist', 'kikujiro', 'unlik', 'companion', 'masao', 'determin', 'see', 'mother', 'never', 'met', 'two', 'begin', 'seri', 'adventur', 'soon', 'turn', 'whimsic', 'journey', 'laughter', 'tear', 'wide', 'array', 'surpris', 'uniqu', 'charact', 'along', 'way']","['Comedy', 'Drama', 'Family']"
1313,en,The SpongeBob Movie: Sponge on the Run,"['best', 'friend', 'gari', 'suddenli', 'snatch', 'away', 'spongebob', 'take', 'patrick', 'madcap', 'mission', 'far', 'beyond', 'bikini', 'bottom', 'save', 'pinkshel', 'pal']","['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy']"
1314,en,The Devils,"['17thcenturi', 'franc', 'father', 'urbain', 'grandier', 'seek', 'protect', 'citi', 'loudun', 'corrupt', 'establish', 'cardin', 'richelieu', 'hysteria', 'occur', 'within', 'citi', 'accus', 'witchcraft', 'sexual', 'repress', 'sister', 'jeann']","['Drama', 'History']"
1315,en,Scott Pilgrim vs. the World,"['bass', 'guitarist', 'garagerock', 'band', 'scott', 'pilgrim', 'never', 'troubl', 'get', 'girlfriend', 'usual', 'problem', 'get', 'rid', 'ramona', 'flower', 'skate', 'heart', 'find', 'troublesom', 'baggag', 'armi', 'exboyfriend', 'stop', 'noth', 'elimin', 'list', 'suitor']","['Action', 'Comedy', 'Romance']"
1316,en,The Royal Tenenbaums,"['royal', 'tenenbaum', 'wife', 'ethelin', 'three', 'children', 'separ', 'three', 'children', 'extraordinari', ' ', 'genius', 'virtual', 'memori', 'brillianc', 'young', 'tenenbaum', 'subsequ', 'eras', 'two', 'decad', 'betray', 'failur', 'disast', 'gener', 'consid', 'father', 'fault', 'royal', 'tenenbaum', 'stori', 'famili', 'sudden', 'unexpect', 'reunion', 'one', 'recent', 'winter']","['Comedy', 'Drama']"
1317,en,Ghostbusters,"['lose', 'academ', 'post', 'prestigi', 'univers', 'team', 'parapsychologist', 'goe', 'busi', 'protonpacktot', 'ghostbust', 'extermin', 'ghoul', 'hobgoblin', 'supernatur', 'pest', 'stripe', 'ad', 'campaign', 'pay', 'knockout', 'cellist', 'hire', 'squad', 'purg', 'swanki', 'dig', 'demon', 'appear', 'live', 'refriger']","['Comedy', 'Fantasy']"
1318,ko,감시자들,"['ha', 'yoonju', 'becom', 'newest', 'member', 'unit', 'within', 'korean', 'polic', 'forc', 'special', 'crime', 'depart', 'special', 'surveil', 'activ', 'highprofil', 'crimin', 'team', 'hwang', 'sangjun', 'veteran', 'leader', 'unit', 'tri', 'track', 'jame', 'coldheart', 'leader', 'arm', 'crimin', 'organ']","['Crime', 'Action', 'Thriller']"
1319,en,Barbie: Princess Charm School,"['barbi', 'star', 'blair', 'willow', 'kindheart', 'girl', 'chosen', 'attend', 'princess', 'charm', 'school', 'magic', 'modern', 'place', 'teach', 'danc', 'tea', 'parti', 'proper', 'princess', 'manner', 'blair', 'love', 'class', ' ', 'well', 'help', 'magic', 'sprite', 'new', 'friend', 'princess', 'hadley', 'isla', 'royal', 'teacher', 'dame', 'devin', 'discov', 'blair', 'look', 'lot', 'like', 'kingdom', '’s', 'miss', 'princess', 'turn', 'blair', '’s', 'world', 'upsid', 'stop', 'claim', 'throne', 'blair', 'hadley', 'delanc', 'must', 'find', 'enchant', 'crown', 'prove', 'blair', '’s', 'true', 'ident', 'charm', 'magic', 'princess', 'stori', '!']","['Family', 'Animation', 'Fantasy']"
1320,zh,精武英雄,"['chen', 'zhen', 'chines', 'engin', 'student', 'kyoto', 'brave', 'insult', 'abus', 'japans', 'fellow', 'student', 'local', 'love', 'mitsuko', 'yamada', 'daughter', 'director', 'return', '1937', 'nativ', 'shangai', 'japans', 'protector', 'fact', 'militari', 'occup', 'read', 'death', 'kungfu', 'master', 'hou', 'tingan', 'fight', 'japanes', 'champion', 'ryuichi', 'akutagawa']",['Action']
1321,en,Johnny Got His Gun,"['young', 'american', 'soldier', 'render', 'pseudocoma', 'artilleri', 'shell', 'wwi', 'recal', 'life', 'lead', 'point']","['War', 'Drama']"
1322,en,Key Largo,"['hurrican', 'swell', 'outsid', 'noth', 'compar', 'storm', 'within', 'hotel', 'key', 'largo', 'sadist', 'mobster', 'johnni', 'rocco', 'hole', ' ', 'hold', 'gunpoint', 'hotel', 'owner', 'jame', 'templ', 'widow', 'daughterinlaw', 'nora', 'exgi', 'frank', 'mccloud']","['Crime', 'Thriller']"
1323,en,A Grand Day Out,"['wallac', 'gromit', 'run', 'chees', 'provid', 'excel', 'excus', 'duo', 'take', 'holiday', 'moon', 'everyon', 'know', 'ampl', 'chees', ' ', 'preserv', 'academi', 'film', 'archiv']","['Family', 'Animation', 'Comedy']"
1324,en,I Can Only Imagine,"['10yearold', 'bart', 'millard', 'live', 'mother', 'abus', 'father', 'arthur', 'texa', 'one', 'day', 'mother', 'drop', 'christian', 'camp', 'meet', 'shannon', 'upon', 'return', 'camp', 'bart', 'find', 'mother', 'left', 'mover', 'remov', 'belong', 'angrili', 'confront', 'father', 'deni', 'abus', 'reason', 'left', 'year', 'later', 'high', 'school', 'bart', 'shannon', 'date', 'bart', 'play', 'footbal', 'pleas', 'father', 'injur', 'break', 'ankl', 'end', 'career', 'elect', 'open', 'music', 'class', 'reluctantli', 'sign']","['Music', 'Drama']"
1325,en,"It's the Great Pumpkin, Charlie Brown","['classic', 'peanut', 'tale', 'focus', 'thumbsuck', 'blankethold', 'linu', 'touch', 'faith', 'great', 'pumpkin', 'linu', 'discov', 'one', 'els', 'believ', 'creatur', 'set', 'prove', 'pumpkin', 'myth', '—', 'by', 'spend', 'night', 'alon', 'pumpkin', 'patch']","['Family', 'Animation', 'TV Movie', 'Comedy']"
1326,bs,No Man's Land,"['two', 'soldier', 'opposit', 'site', 'get', 'stuck', 'front', 'line', 'trench', 'un', 'ask', 'free', 'side', 'agre', 'ceasefir', 'stick', 'it', '?']","['Action', 'History', 'War']"
1327,en,Bride of Frankenstein,"['dr', 'frankenstein', 'monster', 'turn', 'aliv', 'not', 'kill', 'previous', 'believ', 'dr', 'frankenstein', 'want', 'get', 'evil', 'experi', 'busi', 'mad', 'scientist', 'dr', 'pretoriu', 'kidnap', 'wife', 'dr', 'frankenstein', 'agre', 'help', 'creat', 'new', 'creatur']","['Horror', 'Science Fiction']"
1328,fi,Sisu,"['exsoldi', 'discov', 'gold', 'lapland', 'wilder', 'tri', 'take', 'loot', 'citi', 'german', 'soldier', 'led', 'brutal', 'ss', 'offic', 'battl']","['Action', 'War', 'Adventure']"
1329,es,Perdona si te llamo amor,"['success', 'attract', 'intellig', 'brilliant', 'advertis', 'execut', 'long', 'final', 'find', 'emot', 'stabil', 'life', 'decid', 'propos', 'girlfriend', 'refus', 'propos', 'life', 'take', 'turn', 'new', 'young', 'ladi', 'enter', 'life']","['Romance', 'Drama']"
1330,en,Gaslight,"['newlyw', 'fear', 'she', 's', 'go', 'mad', 'strang', 'thing', 'start', 'happen', 'famili', 'mansion']","['Thriller', 'Drama', 'Mystery', 'Crime']"
